File Name;Dataset;aid;Date;Count;Minimum;Maximum;Range;Mean;Standard Deviation;Variance;Upper Quartile;Upper 1.5 IQR;Median;Lower 1.5 IQR;Lower Quartile
MOD13Q1_006__250m_16_days_EVI_doy2010017_aid0001;_250m_16_days_EVI;aid0001;2010-01-17;593.0;-0.0411;0.5263;(-0.0411,0.5263);0.1579;0.0966;0.0093;0.2216;0.4022;0.1426;-0.0411;0.0897
MOD13Q1_006__250m_16_days_EVI_doy2010033_aid0001;_250m_16_days_EVI;aid0001;2010-02-02;602.0;-0.0113;0.5162;(-0.0113,0.5162);0.153;0.0934;0.0087;0.2141;0.4021;0.1353;-0.0113;0.0843
MOD13Q1_006__250m_16_days_EVI_doy2010049_aid0001;_250m_16_days_EVI;aid0001;2010-02-18;607.0;-0.0424;0.5588;(-0.0424,0.5588);0.1492;0.0954;0.0091;0.214;0.3907;0.1348;-0.0424;0.0792
MOD13Q1_006__250m_16_days_EVI_doy2010065_aid0001;_250m_16_days_EVI;aid0001;2010-03-06;607.0;-0.0271;0.5562;(-0.0271,0.5562);0.1485;0.0936;0.0088;0.2102;0.4014;0.1355;-0.0271;0.076
MOD13Q1_006__250m_16_days_EVI_doy2010081_aid0001;_250m_16_days_EVI;aid0001;2010-03-22;607.0;-0.0207;0.5446;(-0.0207,0.5446);0.1476;0.0955;0.0091;0.2008;0.3788;0.124;-0.0207;0.081
MOD13Q1_006__250m_16_days_EVI_doy2010097_aid0001;_250m_16_days_EVI;aid0001;2010-04-07;607.0;-0.0295;0.5492;(-0.0295,0.5492);0.1483;0.0967;0.0093;0.2087;0.4044;0.1325;-0.0295;0.0772
MOD13Q1_006__250m_16_days_EVI_doy2010113_aid0001;_250m_16_days_EVI;aid0001;2010-04-23;599.0;-0.0168;0.5457;(-0.0168,0.5457);0.1529;0.0951;0.009;0.211;0.4023;0.1424;-0.0168;0.0828
MOD13Q1_006__250m_16_days_EVI_doy2010129_aid0001;_250m_16_days_EVI;aid0001;2010-05-09;603.0;-0.0832;0.6464;(-0.0832,0.6464);0.164;0.108;0.0117;0.2315;0.4388;0.1505;-0.0832;0.0835
MOD13Q1_006__250m_16_days_EVI_doy2010145_aid0001;_250m_16_days_EVI;aid0001;2010-05-25;604.0;-0.0483;0.5876;(-0.0483,0.5876);0.1843;0.1091;0.0119;0.2526;0.4748;0.177;-0.0483;0.0972
MOD13Q1_006__250m_16_days_EVI_doy2010161_aid0001;_250m_16_days_EVI;aid0001;2010-06-10;598.0;-0.0532;0.5585;(-0.0532,0.5585);0.1981;0.1093;0.0119;0.261;0.4783;0.1957;-0.0532;0.1151
MOD13Q1_006__250m_16_days_EVI_doy2010177_aid0001;_250m_16_days_EVI;aid0001;2010-06-26;603.0;-0.0568;0.5571;(-0.0568,0.5571);0.2059;0.1193;0.0142;0.2826;0.5338;0.1959;-0.0568;0.1121
MOD13Q1_006__250m_16_days_EVI_doy2010193_aid0001;_250m_16_days_EVI;aid0001;2010-07-12;607.0;-0.0804;0.6121;(-0.0804,0.6121);0.2049;0.1126;0.0127;0.2693;0.4832;0.199;-0.0804;0.1256
MOD13Q1_006__250m_16_days_EVI_doy2010209_aid0001;_250m_16_days_EVI;aid0001;2010-07-28;601.0;-0.0403;0.593;(-0.0403,0.593);0.1911;0.1211;0.0147;0.2681;0.5294;0.1831;-0.0403;0.0879
MOD13Q1_006__250m_16_days_EVI_doy2010225_aid0001;_250m_16_days_EVI;aid0001;2010-08-13;603.0;-0.0215;0.6102;(-0.0215,0.6102);0.2118;0.1117;0.0125;0.2868;0.5199;0.2079;-0.0215;0.1255
MOD13Q1_006__250m_16_days_EVI_doy2010241_aid0001;_250m_16_days_EVI;aid0001;2010-08-29;600.0;-0.0545;0.6205;(-0.0545,0.6205);0.2117;0.1199;0.0144;0.2839;0.5328;0.2064;-0.0545;0.117
MOD13Q1_006__250m_16_days_EVI_doy2010257_aid0001;_250m_16_days_EVI;aid0001;2010-09-14;601.0;-0.0223;0.6306;(-0.0223,0.6306);0.2055;0.114;0.013;0.2701;0.4934;0.2045;-0.0223;0.1138
MOD13Q1_006__250m_16_days_EVI_doy2010273_aid0001;_250m_16_days_EVI;aid0001;2010-09-30;596.0;-0.0362;0.6554;(-0.0362,0.6554);0.1942;0.1135;0.0129;0.2563;0.4639;0.1832;-0.0362;0.1093
MOD13Q1_006__250m_16_days_EVI_doy2010289_aid0001;_250m_16_days_EVI;aid0001;2010-10-16;593.0;-0.0253;0.6596;(-0.0253,0.6596);0.189;0.1181;0.0139;0.2566;0.4927;0.171;-0.0253;0.0988
MOD13Q1_006__250m_16_days_EVI_doy2010305_aid0001;_250m_16_days_EVI;aid0001;2010-11-01;607.0;-0.0218;0.669;(-0.0218,0.669);0.1699;0.1056;0.0112;0.2348;0.4332;0.1489;-0.0218;0.0958
MOD13Q1_006__250m_16_days_EVI_doy2010321_aid0001;_250m_16_days_EVI;aid0001;2010-11-17;602.0;-0.0215;0.5359;(-0.0215,0.5359);0.1707;0.102;0.0104;0.237;0.4468;0.1552;-0.0215;0.0933
MOD13Q1_006__250m_16_days_EVI_doy2010337_aid0001;_250m_16_days_EVI;aid0001;2010-12-03;601.0;-0.0189;0.6349;(-0.0189,0.6349);0.1657;0.1035;0.0107;0.224;0.4205;0.1518;-0.0189;0.0879
MOD13Q1_006__250m_16_days_EVI_doy2010353_aid0001;_250m_16_days_EVI;aid0001;2010-12-19;601.0;-0.0339;0.6556;(-0.0339,0.6556);0.1629;0.1039;0.0108;0.2235;0.4282;0.1506;-0.0339;0.0839
MOD13Q1_006__250m_16_days_EVI_doy2011001_aid0001;_250m_16_days_EVI;aid0001;2011-01-01;593.0;-0.0355;0.5807;(-0.0355,0.5807);0.1566;0.0963;0.0093;0.2121;0.3669;0.1491;-0.0355;0.0837
MOD13Q1_006__250m_16_days_EVI_doy2011017_aid0001;_250m_16_days_EVI;aid0001;2011-01-17;609.0;-0.0164;0.572;(-0.0164,0.572);0.1467;0.0931;0.0087;0.2074;0.3638;0.1308;-0.0164;0.0816
MOD13Q1_006__250m_16_days_EVI_doy2011033_aid0001;_250m_16_days_EVI;aid0001;2011-02-02;607.0;-0.03;0.5505;(-0.03,0.5505);0.1456;0.0915;0.0084;0.2007;0.38;0.1296;-0.03;0.0784
MOD13Q1_006__250m_16_days_EVI_doy2011049_aid0001;_250m_16_days_EVI;aid0001;2011-02-18;607.0;-0.0379;0.7004;(-0.0379,0.7004);0.1467;0.0963;0.0093;0.2024;0.3865;0.1292;-0.0379;0.0792
MOD13Q1_006__250m_16_days_EVI_doy2011065_aid0001;_250m_16_days_EVI;aid0001;2011-03-06;605.0;-0.0256;0.4762;(-0.0256,0.4762);0.1435;0.0848;0.0072;0.1961;0.3475;0.1265;-0.0256;0.0839
MOD13Q1_006__250m_16_days_EVI_doy2011081_aid0001;_250m_16_days_EVI;aid0001;2011-03-22;580.0;-0.0064;0.5841;(-0.0064,0.5841);0.148;0.0919;0.0085;0.1949;0.3488;0.126;-0.0064;0.0838
MOD13Q1_006__250m_16_days_EVI_doy2011097_aid0001;_250m_16_days_EVI;aid0001;2011-04-07;603.0;-0.0434;0.6175;(-0.0434,0.6175);0.1408;0.0911;0.0083;0.1909;0.3541;0.1266;-0.0434;0.0753
MOD13Q1_006__250m_16_days_EVI_doy2011113_aid0001;_250m_16_days_EVI;aid0001;2011-04-23;607.0;-0.0243;0.5851;(-0.0243,0.5851);0.1531;0.0934;0.0087;0.2071;0.3812;0.1408;-0.0243;0.0852
MOD13Q1_006__250m_16_days_EVI_doy2011129_aid0001;_250m_16_days_EVI;aid0001;2011-05-09;605.0;-0.0317;0.6105;(-0.0317,0.6105);0.1623;0.0985;0.0097;0.2172;0.404;0.1529;-0.0317;0.0863
MOD13Q1_006__250m_16_days_EVI_doy2011145_aid0001;_250m_16_days_EVI;aid0001;2011-05-25;593.0;-0.0473;0.6146;(-0.0473,0.6146);0.1984;0.1042;0.0109;0.2537;0.4513;0.1928;-0.0473;0.1191
MOD13Q1_006__250m_16_days_EVI_doy2011161_aid0001;_250m_16_days_EVI;aid0001;2011-06-10;592.0;-0.0385;0.5414;(-0.0385,0.5414);0.2056;0.1052;0.0111;0.2691;0.4653;0.2039;-0.0385;0.1269
MOD13Q1_006__250m_16_days_EVI_doy2011177_aid0001;_250m_16_days_EVI;aid0001;2011-06-26;598.0;-0.0394;0.5848;(-0.0394,0.5848);0.2089;0.1103;0.0122;0.2838;0.5066;0.2065;-0.0394;0.129
MOD13Q1_006__250m_16_days_EVI_doy2011193_aid0001;_250m_16_days_EVI;aid0001;2011-07-12;601.0;-0.0298;0.6067;(-0.0298,0.6067);0.2014;0.1059;0.0112;0.2568;0.4471;0.2053;-0.0298;0.1184
MOD13Q1_006__250m_16_days_EVI_doy2011209_aid0001;_250m_16_days_EVI;aid0001;2011-07-28;607.0;-0.0723;0.5761;(-0.0723,0.5761);0.1994;0.1124;0.0126;0.2619;0.4736;0.196;-0.0723;0.1156
MOD13Q1_006__250m_16_days_EVI_doy2011225_aid0001;_250m_16_days_EVI;aid0001;2011-08-13;592.0;-0.0464;0.5958;(-0.0464,0.5958);0.2025;0.1117;0.0125;0.2638;0.4806;0.1927;-0.0464;0.1178
MOD13Q1_006__250m_16_days_EVI_doy2011241_aid0001;_250m_16_days_EVI;aid0001;2011-08-29;597.0;-0.0721;0.6103;(-0.0721,0.6103);0.2089;0.1194;0.0142;0.2824;0.524;0.1982;-0.0721;0.1143
MOD13Q1_006__250m_16_days_EVI_doy2011257_aid0001;_250m_16_days_EVI;aid0001;2011-09-14;604.0;-0.0512;0.5852;(-0.0512,0.5852);0.1972;0.1157;0.0134;0.2586;0.4729;0.1861;-0.0512;0.1084
MOD13Q1_006__250m_16_days_EVI_doy2011273_aid0001;_250m_16_days_EVI;aid0001;2011-09-30;601.0;-0.0349;0.6527;(-0.0349,0.6527);0.2006;0.12;0.0144;0.2663;0.4971;0.187;-0.0349;0.109
MOD13Q1_006__250m_16_days_EVI_doy2011289_aid0001;_250m_16_days_EVI;aid0001;2011-10-16;609.0;-0.0306;0.6647;(-0.0306,0.6647);0.1825;0.1137;0.0129;0.2516;0.465;0.1641;-0.0306;0.0982
MOD13Q1_006__250m_16_days_EVI_doy2011305_aid0001;_250m_16_days_EVI;aid0001;2011-11-01;607.0;-0.0273;0.7238;(-0.0273,0.7238);0.1828;0.1175;0.0138;0.2536;0.4624;0.1635;-0.0273;0.1006
MOD13Q1_006__250m_16_days_EVI_doy2011321_aid0001;_250m_16_days_EVI;aid0001;2011-11-17;605.0;-0.0364;0.6419;(-0.0364,0.6419);0.1707;0.1059;0.0112;0.2382;0.4593;0.1552;-0.0364;0.0905
MOD13Q1_006__250m_16_days_EVI_doy2011337_aid0001;_250m_16_days_EVI;aid0001;2011-12-03;603.0;-0.031;0.6382;(-0.031,0.6382);0.171;0.1118;0.0125;0.2356;0.436;0.1486;-0.031;0.0901
MOD13Q1_006__250m_16_days_EVI_doy2011353_aid0001;_250m_16_days_EVI;aid0001;2011-12-19;607.0;-0.035;0.751;(-0.035,0.751);0.1636;0.1076;0.0116;0.2209;0.4157;0.1412;-0.035;0.0898
MOD13Q1_006__250m_16_days_EVI_doy2012001_aid0001;_250m_16_days_EVI;aid0001;2012-01-01;597.0;-0.0303;0.6598;(-0.0303,0.6598);0.1571;0.1033;0.0107;0.2097;0.3966;0.132;-0.0303;0.0832
MOD13Q1_006__250m_16_days_EVI_doy2012017_aid0001;_250m_16_days_EVI;aid0001;2012-01-17;600.0;-0.0312;0.5831;(-0.0312,0.5831);0.1529;0.0974;0.0095;0.2152;0.4008;0.1346;-0.0312;0.0808
MOD13Q1_006__250m_16_days_EVI_doy2012033_aid0001;_250m_16_days_EVI;aid0001;2012-02-02;605.0;-0.011;0.5658;(-0.011,0.5658);0.1454;0.0901;0.0081;0.1991;0.3552;0.1328;-0.011;0.0751
MOD13Q1_006__250m_16_days_EVI_doy2012049_aid0001;_250m_16_days_EVI;aid0001;2012-02-18;607.0;-0.0215;0.5323;(-0.0215,0.5323);0.1424;0.0888;0.0079;0.1998;0.3345;0.1239;-0.0215;0.078
MOD13Q1_006__250m_16_days_EVI_doy2012065_aid0001;_250m_16_days_EVI;aid0001;2012-03-05;607.0;-0.0157;0.5611;(-0.0157,0.5611);0.1462;0.0931;0.0087;0.199;0.3763;0.13;-0.0157;0.0771
MOD13Q1_006__250m_16_days_EVI_doy2012081_aid0001;_250m_16_days_EVI;aid0001;2012-03-21;607.0;-0.0407;0.6294;(-0.0407,0.6294);0.1538;0.0964;0.0093;0.2063;0.3894;0.1388;-0.0407;0.0832
MOD13Q1_006__250m_16_days_EVI_doy2012097_aid0001;_250m_16_days_EVI;aid0001;2012-04-06;599.0;-0.018;0.6619;(-0.018,0.6619);0.1649;0.0972;0.0095;0.225;0.4048;0.154;-0.018;0.0926
MOD13Q1_006__250m_16_days_EVI_doy2012113_aid0001;_250m_16_days_EVI;aid0001;2012-04-22;609.0;-0.0605;0.5697;(-0.0605,0.5697);0.1836;0.1009;0.0102;0.2509;0.45;0.1794;-0.0605;0.1082
MOD13Q1_006__250m_16_days_EVI_doy2012129_aid0001;_250m_16_days_EVI;aid0001;2012-05-08;603.0;-0.0663;0.6019;(-0.0663,0.6019);0.1934;0.1099;0.0121;0.2586;0.4667;0.185;-0.0663;0.1107
MOD13Q1_006__250m_16_days_EVI_doy2012145_aid0001;_250m_16_days_EVI;aid0001;2012-05-24;605.0;-0.0573;0.5846;(-0.0573,0.5846);0.1957;0.1094;0.012;0.2662;0.4968;0.1853;-0.0573;0.1113
MOD13Q1_006__250m_16_days_EVI_doy2012161_aid0001;_250m_16_days_EVI;aid0001;2012-06-09;601.0;-0.0521;0.5851;(-0.0521,0.5851);0.2031;0.109;0.0119;0.2668;0.4863;0.1996;-0.0521;0.1198
MOD13Q1_006__250m_16_days_EVI_doy2012177_aid0001;_250m_16_days_EVI;aid0001;2012-06-25;599.0;-0.0909;0.5447;(-0.0909,0.5447);0.1976;0.1135;0.0129;0.2576;0.4726;0.1893;-0.0909;0.1102
MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001;_250m_16_days_EVI;aid0001;2012-07-11;601.0;-0.0653;0.5487;(-0.0653,0.5487);0.207;0.1086;0.0118;0.272;0.4932;0.1987;-0.0653;0.123
MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001;_250m_16_days_EVI;aid0001;2012-07-27;603.0;-0.0223;0.581;(-0.0223,0.581);0.2025;0.1083;0.0117;0.2652;0.4752;0.1949;-0.0223;0.1195
MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001;_250m_16_days_EVI;aid0001;2012-08-12;601.0;-0.118;0.5782;(-0.118,0.5782);0.205;0.1074;0.0115;0.2619;0.4515;0.199;-0.027;0.1265
MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001;_250m_16_days_EVI;aid0001;2012-08-28;605.0;-0.0839;0.5737;(-0.0839,0.5737);0.2091;0.1242;0.0154;0.2968;0.5737;0.2024;-0.0839;0.107
MOD13Q1_006__250m_16_days_EVI_doy2012257_aid0001;_250m_16_days_EVI;aid0001;2012-09-13;603.0;-0.07;0.5754;(-0.07,0.5754);0.2201;0.1225;0.015;0.3058;0.5565;0.2237;-0.07;0.1274
MOD13Q1_006__250m_16_days_EVI_doy2012273_aid0001;_250m_16_days_EVI;aid0001;2012-09-29;597.0;-0.0324;0.6338;(-0.0324,0.6338);0.2108;0.1217;0.0148;0.2857;0.5281;0.2085;-0.0324;0.1147
MOD13Q1_006__250m_16_days_EVI_doy2012289_aid0001;_250m_16_days_EVI;aid0001;2012-10-15;601.0;-0.1036;0.5642;(-0.1036,0.5642);0.2033;0.1133;0.0128;0.282;0.5326;0.1948;-0.1036;0.1096
MOD13Q1_006__250m_16_days_EVI_doy2012305_aid0001;_250m_16_days_EVI;aid0001;2012-10-31;607.0;-0.0228;0.5923;(-0.0228,0.5923);0.197;0.11;0.0121;0.2715;0.5004;0.1841;-0.0228;0.1104
MOD13Q1_006__250m_16_days_EVI_doy2012321_aid0001;_250m_16_days_EVI;aid0001;2012-11-16;608.0;-0.0103;0.6397;(-0.0103,0.6397);0.1721;0.1081;0.0117;0.2338;0.4428;0.1511;-0.0103;0.0928
MOD13Q1_006__250m_16_days_EVI_doy2012337_aid0001;_250m_16_days_EVI;aid0001;2012-12-02;609.0;-0.0439;0.5843;(-0.0439,0.5843);0.1723;0.1057;0.0112;0.2445;0.4626;0.1581;-0.0439;0.0959
MOD13Q1_006__250m_16_days_EVI_doy2012353_aid0001;_250m_16_days_EVI;aid0001;2012-12-18;609.0;-0.0563;0.548;(-0.0563,0.548);0.1696;0.1054;0.0111;0.2382;0.4453;0.1511;-0.0563;0.0917
MOD13Q1_006__250m_16_days_EVI_doy2013001_aid0001;_250m_16_days_EVI;aid0001;2013-01-01;603.0;-0.0594;0.5829;(-0.0594,0.5829);0.1622;0.1002;0.01;0.2311;0.4227;0.1516;-0.0594;0.0844
MOD13Q1_006__250m_16_days_EVI_doy2013017_aid0001;_250m_16_days_EVI;aid0001;2013-01-17;607.0;-0.0234;0.5637;(-0.0234,0.5637);0.1553;0.098;0.0096;0.2174;0.4071;0.1361;-0.0234;0.0837
MOD13Q1_006__250m_16_days_EVI_doy2013033_aid0001;_250m_16_days_EVI;aid0001;2013-02-02;604.0;-0.0359;0.5983;(-0.0359,0.5983);0.1563;0.1002;0.01;0.2219;0.4242;0.1417;-0.0359;0.0786
MOD13Q1_006__250m_16_days_EVI_doy2013049_aid0001;_250m_16_days_EVI;aid0001;2013-02-18;603.0;-0.0236;0.5985;(-0.0236,0.5985);0.1675;0.103;0.0106;0.2369;0.4527;0.1513;-0.0236;0.0911
MOD13Q1_006__250m_16_days_EVI_doy2013065_aid0001;_250m_16_days_EVI;aid0001;2013-03-06;593.0;-0.0109;0.5928;(-0.0109,0.5928);0.1728;0.1039;0.0108;0.2465;0.4503;0.1564;-0.0109;0.0891
MOD13Q1_006__250m_16_days_EVI_doy2013081_aid0001;_250m_16_days_EVI;aid0001;2013-03-22;607.0;-0.043;0.5724;(-0.043,0.5724);0.1711;0.104;0.0108;0.2374;0.448;0.153;-0.043;0.0914
MOD13Q1_006__250m_16_days_EVI_doy2013097_aid0001;_250m_16_days_EVI;aid0001;2013-04-07;601.0;-0.0295;0.584;(-0.0295,0.584);0.1812;0.1013;0.0103;0.2401;0.4343;0.1705;-0.0295;0.1047
MOD13Q1_006__250m_16_days_EVI_doy2013113_aid0001;_250m_16_days_EVI;aid0001;2013-04-23;599.0;-0.0277;0.5953;(-0.0277,0.5953);0.1989;0.1049;0.011;0.2638;0.4625;0.1866;-0.0277;0.1209
MOD13Q1_006__250m_16_days_EVI_doy2013129_aid0001;_250m_16_days_EVI;aid0001;2013-05-09;609.0;-0.0284;0.6303;(-0.0284,0.6303);0.1958;0.11;0.0121;0.2615;0.4897;0.1916;-0.0284;0.1082
MOD13Q1_006__250m_16_days_EVI_doy2013145_aid0001;_250m_16_days_EVI;aid0001;2013-05-25;600.0;-0.0498;0.5573;(-0.0498,0.5573);0.1937;0.1153;0.0133;0.2605;0.4927;0.1856;-0.0498;0.1015
MOD13Q1_006__250m_16_days_EVI_doy2013161_aid0001;_250m_16_days_EVI;aid0001;2013-06-10;600.0;-0.0705;0.5929;(-0.0705,0.5929);0.2012;0.1056;0.0112;0.269;0.4874;0.2013;-0.0705;0.123
